Type,SKU,Name,Published,Visibility in catalogue,Short description,Description,In stock?,Regular price,Categories,Images
simple,120-gal-48x24x24-aio-tank-black-wood-stand,120 GAL 48X24X24 AIO TANK-BLACK WOOD STAND,1,visible,<p>Check Warranty Details</p>,"<ul>
<li>All in one aquarium</li>
<li>32″ black glossy stand</li>
<li>5″ across back filter compartment</li>
<li>2 x 3/4″ returns</li>
<li>No Media</li>
<li>No Light</li>
</ul>",1,1499.99,All-in-one,https://staging.example.com/wp-content/uploads/90-GAL-36X24X24-AIO-TANK-BLACK-WOOD-STAND2-s-awatermark-final-for-120-as-well.png
simple,90-gal-36x24x24-aio-tank-black-wood-stand,90 GAL 36X24X24 AIO TANK-BLACK WOOD STAND,1,visible,<p>Check Warranty Details</p>,"<ul>
<li>All in one aquarium</li>
<li>32″ black glossy stand</li>
<li>5″ across back filter compartment</li>
<li>2 x 3/4″ returns</li>
<li>No Media</li>
<li>No Light</li>
</ul>",1,1199.99,All-in-one,https://staging.example.com/wp-content/uploads/90-GAL-36X24X24-AIO-TANK-BLACK-WOOD-STAND2-s-awatermark-final-for-120-as-well.png
simple,300-gal-96x30x24-aqua-japan-starphire-glass-tank-black-stand-aluminum-frame,"300 GAL 96X30X24 AQUA JAPAN STARPHIRE GLASS TANK- BLACK STAND, ALUMINUM FRAME",1,visible,"<ul>
<li>NEED TO SHIP BY FREIGHT, NO FREE SHIPPING</li>
<li>Check Warranty Details</li>
</ul>","<ul>
<li>Tank is 3 sides ultra low iron, front and both sides</li>
<li>Approximately 96x30x24″</li>
<li>Tank Size</li>
<li>96x30x24 inch</li>
<li>2438x762x610 mm</li>
<li>Glass Thickness</li>
<li>15mm, 5/8inch</li>
<li>Capacity</li>
<li>290 Gallon</li>
<li>Overflow Box</li>
<li>2×1″ Return, 2×1.5″ Drain</li>
<li>Sump Size</li>
<li>82.7×21.6×15.7 inch</li>
<li>2100x550x400 mm</li>
</ul>",1,7499.99,Aqua Japan,https://staging.example.com/wp-content/uploads/200-GAL-84x24x24-STARPHIRE-GLASS-TANK-BLACK-STAND-s_watermark.png
simple,375-gal-120x30x24-aqua-japan-starphire-glass-tank-black-stand-aluminum-frame,"375 GAL 120X30X24 AQUA JAPAN STARPHIRE GLASS TANK- BLACK STAND, ALUMINUM FRAME",1,visible,"<ul>
<li>NEED TO SHIP BY FREIGHT, NO FREE SHIPPING</li>
<li>Check Warranty Details</li>
</ul>","<ul>
<li>Tank is 3 sides ultra low iron, front and both sides</li>
<li>Approximately 120x30x24″</li>
<li>Euro Bracing / Bottom Brace</li>
<li>Tank Size</li>
<li>120x30x24 inch</li>
<li>3048x762x610 mm</li>
<li>Glass Thickness</li>
<li>19mm, 3/4inch</li>
<li>Capacity</li>
<li>350 Gallon</li>
<li>Overflow Box</li>
<li>2×1″ Return, 2×2″ Drain</li>
<li>Sump Size</li>
<li>106.3×21.6×15.7 inch</li>
</ul>",1,8999.99,Aqua Japan,https://staging.example.com/wp-content/uploads/200-GAL-84x24x24-STARPHIRE-GLASS-TANK-BLACK-STAND-s_watermark.png
simple,375-gal-96x30x30-aqua-japan-starphire-glass-tank-white-stand-aluminum-frame,"375 GAL 96X30X30 AQUA JAPAN STARPHIRE GLASS TANK- WHITE STAND, ALUMINUM FRAME",1,visible,"<ul>
<li>NEED TO SHIP BY FREIGHT, NO FREE SHIPPING</li>
<li>Check Warranty Details</li>
</ul>","<ul>
<li>Tank is 3 sides ultra low iron, front and both sides</li>
<li>Comes with 32″ metal frame tall stand</li>
<li>Approximately 96x30x30″</li>
<li>Stand is 80cm ( 36.0″ )</li>
<li>Tank Size</li>
<li>96x30x30 inch</li>
<li>2438x762x762 mm</li>
<li>Glass Thickness</li>
<li>15mm,5/8inch</li>
<li>Capacity</li>
<li>360 Gallon</li>
<li>Overflow Box</li>
<li>2×1″ Return, 2×1.5″ Drain</li>
<li>Sump Size</li>
</ul>",1,8999.99,Aqua Japan,https://staging.example.com/wp-content/uploads/200-GAL-84x24x24-STARPHIRE-GLASS-TANK-BLACK-STAND-s_watermark.png
simple,aqua-japan-aj-28p-low-iron-glass-tank-black-stand,AQUA JAPAN AJ-28P LOW IRON GLASS TANK- BLACK STAND,1,visible,"<ul>
<li>NEED TO SHIP BY FREIGHT, NO FREE SHIPPING</li>
<li>Check Warranty Details</li>
</ul>","<ul>
<li>28 Gallon Display Tank</li>
<li>Tank is 5 sides ultra low iron, front and both sides (very similar to starphire glass)</li>
<li>Tank size (23.62″ x 15.75″ x 17.72″)</li>
<li>Stand is 31.5”</li>
<li>Glass 8mm thick</li>
<li>NEED TO SHIP BY FREIGHT, NO FREE SHIPPING</li>
</ul>",1,599.99,Aqua Japan,https://staging.example.com/wp-content/uploads/AQUA-JAPAN-AJ-28P-LOW-IRON-GLASS-TANK-BLACK-STAND-s-watermark.png
simple,aqua-japan-aj-28p-low-iron-glass-tank-white-stand,AQUA JAPAN AJ-28P LOW IRON GLASS TANK- WHITE STAND,1,visible,"<ul>
<li>NEED TO SHIP BY FREIGHT, NO FREE SHIPPING</li>
<li>Check Warranty Details</li>
</ul>","<ul>
<li>28 Gallon Display Tank</li>
<li>Tank is 5 sides ultra low iron (very similar to starphire glass)</li>
<li>Tank size (23.62″ x 15.75″ x 17.72″)</li>
<li>Stand is 31.5”</li>
<li>Glass 8mm thick</li>
<li>NEED TO SHIP BY FREIGHT, NO FREE SHIPPING</li>
</ul>",1,599.99,Aqua Japan,https://staging.example.com/wp-content/uploads/AQUA-JAPAN-AJ-28P-LOW-IRON-GLASS-TANK-BLACK-STAND-s-watermark.png
simple,aqua-japan-aj-44p-low-iron-glass-tank-black-stand,AQUA JAPAN AJ-44P LOW IRON GLASS TANK- BLACK STAND,1,visible,"<ul>
<li>NEED TO SHIP BY FREIGHT, NO FREE SHIPPING</li>
<li>Check Warranty Details</li>
</ul>","<ul>
<li>44 Gallon Display Tank</li>
<li>Tank is 5 sides ultra low iron (very similar to starphire glass)</li>
<li>Tank size (31.50″ x 16.54″ x 19.69″)</li>
<li>Stand is 31.5”</li>
<li>Glass 8mm thick</li>
<li>NEED TO SHIP BY FREIGHT, NO FREE SHIPPING</li>
</ul>",1,799.99,Aqua Japan,https://staging.example.com/wp-content/uploads/AQUA-JAPAN-AJ-28P-LOW-IRON-GLASS-TANK-BLACK-STAND-s-watermark.png
simple,aqua-japan-aj-44p-low-iron-glass-tank-white-stand,AQUA JAPAN AJ-44P LOW IRON GLASS TANK- WHITE STAND,1,visible,"<ul>
<li>NEED TO SHIP BY FREIGHT, NO FREE SHIPPING</li>
<li>Check Warranty Details</li>
</ul>","<ul>
<li>44 Gallon Display Tank</li>
<li>Tank is 5 sides ultra low iron, front and both sides (very similar to starphire glass)</li>
<li>Tank size (31.50″ x 16.54″ x 19.69″)</li>
<li>Stand is 31.5”</li>
<li>Glass 8mm thick</li>
<li>NEED TO SHIP BY FREIGHT, NO FREE SHIPPING</li>
</ul>",1,799.99,Aqua Japan,https://staging.example.com/wp-content/uploads/AQUA-JAPAN-AJ-28P-LOW-IRON-GLASS-TANK-BLACK-STAND-s-watermark.png
simple,aqua-japan-aj-65p-low-iron-glass-tank-black-stand,AQUA JAPAN AJ-65P LOW IRON GLASS TANK- BLACK STAND,1,visible,"<ul>
<li>NEED TO SHIP BY FREIGHT, NO FREE SHIPPING</li>
<li>Check Warranty Details</li>
</ul>","<ul>
<li>65 Gallon Display Tank</li>
<li>Tank is 5 sides ultra low iron (very similar to starphire glass)</li>
<li>Tank size (39.37″ x 17.72″ x 21.65″)</li>
<li>Stand is 31.5″</li>
<li>Glass 12mm thick</li>
<li>NEED TO SHIP BY FREIGHT, NO FREE SHIPPING</li>
</ul>",1,999.99,Aqua Japan,https://staging.example.com/wp-content/uploads/AQUA-JAPAN-AJ-28P-LOW-IRON-GLASS-TANK-BLACK-STAND-s-watermark.png
simple,aqua-japan-aj-65p-low-iron-glass-white-stand,AQUA JAPAN AJ-65P LOW IRON GLASS – WHITE STAND,1,visible,"<ul>
<li>NEED TO SHIP BY FREIGHT, NO FREE SHIPPING</li>
<li>Check Warranty Details</li>
</ul>","<ul>
<li>AQUA JAPAN AJ-65P LOW IRON GLASS TANK- WHITE STAND</li>
<li>65 Gallon Display Tank</li>
<li>Tank is 5 sides ultra low iron (very similar to starphire glass)</li>
<li>Tank size (39.37″ x 17.72″ x 21.65″)</li>
<li>Stand is 31.5″</li>
<li>Glass 12mm thick</li>
<li>NEED TO SHIP BY FREIGHT, NO FREE SHIPPING</li>
</ul>",1,999.99,Aqua Japan,https://staging.example.com/wp-content/uploads/AQUA-JAPAN-AJ-28P-LOW-IRON-GLASS-TANK-BLACK-STAND-s-watermark.png
simple,aqua-japan-aj-85p-low-iron-glass-black-stand,AQUA JAPAN AJ-85P LOW IRON GLASS – BLACK STAND,1,visible,"<ul>
<li>NEED TO SHIP BY FREIGHT, NO FREE SHIPPING</li>
<li>Check Warranty Details</li>
</ul>","<ul>
<li>AQUA JAPAN AJ-85P LOW IRON GLASS TANK– BLACK STAND</li>
<li>85 Gallon Display Tank</li>
<li>Tank is 5 sides ultra low iron (very similar to starphire glass)</li>
<li>Tank size ( 47.24″ x 17.72″ x 23.62″ )</li>
<li>Stand is 31.50″</li>
<li>Glass 12mm thick</li>
<li>NEED TO SHIP BY FREIGHT, NO FREE SHIPPING</li>
</ul>",1,1299.99,Aqua Japan,https://staging.example.com/wp-content/uploads/AQUA-JAPAN-AJ-28P-LOW-IRON-GLASS-TANK-BLACK-STAND-s-watermark.png
simple,aqua-japan-aj-85p-low-iron-glass-white-stand,Aqua Japan AJ-85P Low Iron Glass – White Stand,1,visible,"<ul>
<li>NEED TO SHIP BY FREIGHT, NO FREE SHIPPING</li>
<li>Check Warranty Details</li>
</ul>","<ul>
<li>85 Gallon Display Tank</li>
<li>Tank is 5 sides ultra low iron (very similar to starphire glass)</li>
<li>Tank size (47.24″ x 17.72″ x 23.62″)</li>
<li>Stand is 31.50″</li>
<li>Glass 12mm thick</li>
<li>NEED TO SHIP BY FREIGHT, NO FREE SHIPPING</li>
</ul>",1,1299.99,Aqua Japan,https://staging.example.com/wp-content/uploads/AQUA-JAPAN-AJ-28P-LOW-IRON-GLASS-TANK-BLACK-STAND-s-watermark.png
simple,150-gal-72x30x16-frag-tank-low-iron-glass,150 GAL 72X30X16 FRAG TANK LOW IRON GLASS,1,visible,"<ul>
<li>NEED TO SHIP BY FREIGHT, NO FREE SHIPPING</li>
<li>Check Warranty Details</li>
</ul>","<ul>
<li>** NO STAND **</li>
<li>** NO SUMP **</li>
<li>Tank is 3 sides ultra low iron, front and both sides</li>
<li>Approximately 72x30x16″</li>
<li>Glass 1/2″ thick</li>
<li>Euro Bracing / Bottom Brace</li>
<li>NEED TO SHIP BY FREIGHT, NO FREE SHIPPING</li>
</ul>",1,1599.99,Frag tanks,https://staging.example.com/wp-content/uploads/150-GAL-72X30X16-FRAG-TANK-LOW-IRON-GLASS-s-watermark.jpg
simple,aqua-japan-100-gal-48x24x20-frag-tank,AQUA JAPAN 100 GAL 48X24X20-FRAG TANK,1,visible,<p>Check Warranty Details</p>,"<ul>
<li>rimless</li>
<li>black background</li>
<li>1/2″ thick</li>
<li>double bracing on bottom for extra protection</li>
<li>external overflow box w/ 2 x 1″ drain</li>
<li>2 x 3/4″ return at each corner of the tank</li>
<li>black back, ultra clear low iron on front and both sides</li>
<li>actual dimension is 47.5″x23.5″x20″ tall</li>
<li>Tank only – you have the option to purchase a black/ white stand that comes with Reef Pro 120, please contact us for more details</li>
</ul>",1,1099.99,Frag tanks,https://staging.example.com/wp-content/uploads/AQUA-JAPAN-50-GAL-24X24X20-FRAG-TANK-s-watermark.png
simple,aqua-japan-120-gal-60x24x20-frag-tank,AQUA JAPAN 120 GAL 60X24X20- FRAG TANK,1,visible,<p>Check Warranty Details</p>,"<ul>
<li>.5625″ thick</li>
<li>black background</li>
<li>double bracing on bottom for extra protection</li>
<li>external overflow box w/ 2 x 1″ drain</li>
<li>2 x 3/4″ return at each corner of the tank</li>
<li>black back, ultra clear low iron on front and both sides</li>
<li>Tank only – you have the option to purchase a black/ white stand that comes with Reef Pro 150, please contact us for more details</li>
</ul>",1,1199.99,Frag tanks,https://staging.example.com/wp-content/uploads/AQUA-JAPAN-50-GAL-24X24X20-FRAG-TANK-s-watermark.png
simple,aqua-japan-140-gal-72x24x20-frag-tank,AQUA JAPAN 140 GAL 72X24X20-FRAG TANK,1,visible,<p>Check Warranty Details</p>,"<ul>
<li>rimless</li>
<li>black background</li>
<li>.5625″ thick</li>
<li>double bracing on bottom for extra protection</li>
<li>external overflow box w/ 2 x 1″ drain</li>
<li>2 x 3/4″ return at each corner of the tank</li>
<li>black back, ultra clear low iron on front and both sides</li>
<li>actual dimension is 71.5″x23.5″x20″ tall</li>
<li>Tank only – you have the option to purchase a black/ white stand that comes with Reef Pro 180, please contact us for more details</li>
</ul>",1,1399.99,Frag tanks,https://staging.example.com/wp-content/uploads/AQUA-JAPAN-50-GAL-24X24X20-FRAG-TANK-s-watermark.png
simple,aqua-japan-50-gal-24x24x20-frag-tank,AQUA JAPAN 50 GAL 24X24X20- FRAG TANK,1,visible,<p>Check Warranty Details</p>,"<ul>
<li>rimless</li>
<li>black background</li>
<li>.5625″ thick</li>
<li>double bracing on bottom for extra protection</li>
<li>external overflow box w/ 2 x 1″ drain</li>
<li>2 x 3/4″ return at each corner of the tank</li>
<li>black back, ultra clear low iron on front and both sides</li>
<li>actual dimension is 23.5″x23.5″x20″ tall</li>
<li>Tank only – you have the option to purchase a black/ white stand that comes with Reef Pro 60, please contact us for more details</li>
</ul>",1,599.99,Frag tanks,https://staging.example.com/wp-content/uploads/AQUA-JAPAN-50-GAL-24X24X20-FRAG-TANK-s-watermark.png
simple,aqua-japan-60-gal-36x24x16-frag-tank,AQUA JAPAN 60 GAL 36X24X16- FRAG TANK,1,visible,<p>Check Warranty Details</p>,"<ul>
<li>rimless</li>
<li>black background</li>
<li>1/2″ thick</li>
<li>double bracing on bottom for extra protection</li>
<li>external overflow box w/ 2 x 1″ drain</li>
<li>2 x 3/4″ return at each corner of the tank</li>
<li>black back, ultra clear low iron on front and both sides</li>
<li>actual dimension is 35.5″x23.5″x16″ tall</li>
<li>Tank only – you have the option to purchase a black/ white stand that comes with the Reef Pro 90, please contact us for more details</li>
</ul>",1,699.99,Frag tanks,https://staging.example.com/wp-content/uploads/AQUA-JAPAN-50-GAL-24X24X20-FRAG-TANK-s-watermark.png
simple,aqua-japan-75-gal-36x24x20-frag-tank,AQUA JAPAN 75 GAL 36X24X20- FRAG TANK,1,visible,<p>Check Warranty Details</p>,"<ul>
<li>rimless</li>
<li>black background</li>
<li>.5625″ thick</li>
<li>double bracing on bottom for extra protection</li>
<li>external overflow box w/ 2 x 1″ drain</li>
<li>2 x 3/4″ return at each corner of the tank</li>
<li>black back, ultra clear low iron on front and both sides</li>
<li>actual dimension is 35.5″x23.5″x20″ tall</li>
<li>Tank only – you have the option to purchase a black/ white stand that comes with Reef Pro 90, please contact us for more details</li>
</ul>",1,899.99,Frag tanks,https://staging.example.com/wp-content/uploads/AQUA-JAPAN-50-GAL-24X24X20-FRAG-TANK-s-watermark.png
simple,aqua-japan-80-gal-48x24x16-frag-tank,AQUA JAPAN 80 GAL 48X24X16- FRAG TANK,1,visible,<p>Check Warranty Details</p>,"<ul>
<li>rimless</li>
<li>black background</li>
<li>1/2″ thick</li>
<li>double bracing on bottom for extra protection</li>
<li>external overflow box w/ 2 x 1″ drain</li>
<li>2 x 3/4″ return at each corner of the tank</li>
<li>black back, ultra clear low iron on front and both sides</li>
<li>actual dimension is 47.5″x23.5″x16″ tall</li>
<li>Tank only – you have the option to purchase a black/white stand that comes with Reef Pro 120, please contact us for more details</li>
</ul>",1,899.99,Frag tanks,https://staging.example.com/wp-content/uploads/AQUA-JAPAN-50-GAL-24X24X20-FRAG-TANK-s-watermark.png
simple,40-gal-24x20x20-marine-aquarium-black-stand,40 GAL 24x20x20 MARINE AQUARIUM- BLACK STAND,1,visible,<p>Check Warranty Details</p>,"<ul>
<li>Marine Tank Set Up</li>
<li>Tank size (23.62 x 19.69 x 19.69″)</li>
<li>Tank 3/8″ Thick</li>
<li>20.47 x 14.96 x 14.96 Sump w/ato compartment</li>
<li>Plywood Stand</li>
<li>Rimless Glass Tank with 3 sides ULTRA CLEAR/LOW IRON (similar to Starphire)</li>
<li>Center Overflow with 3 x 3/4″ bulkhead size holes at the bottom</li>
<li>return holes (2x) at the top of the overflow</li>
<li>*** ALSO COMES WITH WHITE COLOR STAND PLEASE CHECK WITH US ***</li>
</ul>",1,1499.99,Marine,https://staging.example.com/wp-content/uploads/40-GAL-24x20x20-MARINE-AQUARIUM-BLACK-STAND.png
simple,60-gal-36x20x22-marine-aquarium-black-stand,60 GAL 36x20x22 MARINE AQUARIUM- BLACK STAND,1,visible,<p>Check Warranty Details</p>,"<ul>
<li>Marine Tank Set Up</li>
<li>Tank size (35.43” x 19.69” x 21.65”)</li>
<li>Tank 1/2″ Thick</li>
<li>28.35 x 14.96 x 14.96 Sump w/ato compartment</li>
<li>Plywood Stand</li>
<li>Rimless Glass Tank with 3 sides ULTRA CLEAR/LOW IRON (similar to Starphire)</li>
<li>Center Overflow with 2 x 1″ and 1 x 3/4″ bulkhead size holes at the bottom</li>
<li>Return holes (2x) at the top of the overflow</li>
<li>*** ALSO COMES WITH WHITE COLOR STAND PLEASE CHECK WITH US ***</li>
</ul>",1,1599.99,Marine,https://staging.example.com/wp-content/uploads/60-GAL-36x20x22-MARINE-AQUARIUM-BLACK-STAND-600x60-1.jpg
simple,80-gal-48x20x22-marine-aquarium-white-stand,80 GAL 48x20x22 MARINE AQUARIUM- WHITE STAND,1,visible,<p>Check Warranty Details</p>,"<ul>
<li>Marine Tank Set Up</li>
<li>Tank size (47.24” x 19.69” x 21.65″)</li>
<li>Tank 1/2″ Thick</li>
<li>28.35 x 14.96 x 14.96 Sump w/ato compartment</li>
<li>Plywood Stand</li>
<li>Rimless Glass Tank with 3 sides ULTRA CLEAR/LOW IRON (similar to Starphire)</li>
<li>Center Overflow with 2 x 1″ and 1 x 3/4″ bulkhead size holes at the bottom</li>
<li>Return holes (2x) at the top of the overflow</li>
<li>*** ALSO COMES WITH BLACK COLOR STAND PLEASE CHECK WITH US ***</li>
</ul>",1,1799.99,Marine,https://staging.example.com/wp-content/uploads/80-GAL-48x20x22-MARINE-AQUARIUM-WHITE-STAND-1.jpg
